"Numéro FINESS","SIREN","Raison sociale","Complément distribution","Adresse","Lieudit/BP","Code postal","Libelle routage","Tel","Fax","Compl distr public","Adresse public","Lieudit/BP public","Code postal public","Routage public","Tel public","Fax public","Date ouvert","Code categorie","Lib categorie","Code statut","Lib statut","Code tarif","Lib tarif","Code PSPH","Lib PSPH","FINESS juridique","SAN:","Activite1","Modalité1","Forme1","Activite2","Modalité2","Forme2","Activite3","Modalité3","Forme3","Activite4","Modalité4","Forme4","Activite5","Modalité5","Forme5","Activite6","Modalité6","Forme6","Activite7","Modalité7","Forme7","Activite8","Modalité8","Forme8","Activite9","Modalité9","Forme9","Activite10","Modalité10","Forme10","Activite11","Modalité11","Forme11","Activite12","Modalité12","Forme12","Activite13","Modalité13","Forme13","Activite14","Modalité14","Forme14","Activite15","Modalité15","Forme15","Activite16","Modalité16","Forme16","Activite17","Modalité17","Forme17","Activite18","Modalité18","Forme18","Activite19","Modalité19","Forme19","Activite20","Modalité20","Forme20","Activite21","Modalité21","Forme21","Activite22","Modalité22","Forme22","Activite23","Modalité23","Forme23","Activite24","Modalité24","Forme24","Activite25","Modalité25","Forme25","EML:","Code1","Equipement1","Code2","Equipement2","Code3","Equipement3","Code4","Equipement4","Code5","Equipement5","Code6","Equipement6",,,,,,,,,,,,,,,,,
670002187,"788 039 725 00015","CTRE AUTODIALYS AURAL STRASBOURG",,"23 RUE PORTE DE L'HOPITAL",,67000,"STRASBOURG","03 88 11 58 92 ",,,,,,,,,,146,"Structure d'Alternative à la dialyse en centre",62,"Ass. de Droit Local",7,"ARH établissements de santé non financés dotation globale",0,"non PSPH                     ",670000652,,"Traitement de l'insuffisance rénale chronique par épuration extrarénale","Dialyse péritonéale à domicile","Pas de forme","Traitement de l'insuffisance rénale chronique par épuration extrarénale","Hémodialyse en unité médicalisée","Pas de forme","Traitement de l'insuffisance rénale chronique par épuration extrarénale","Hémodialyse en unité d'auto dialyse assistée","Saisonnier","Traitement de l'insuffisance rénale chronique par épuration extrarénale","Hémodialyse à domicile","Pas de forme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670002278,"401 251 566 00436","CLINIQUE DU RIED",,"1 RUE DU CHATEAU D'ANGLETERRE",,67300,"SCHILTIGHEIM",,,,,,,,,,,108,"Etablissement de Convalescence et de Repos",73,"Société Anonyme",7,"ARH établissements de santé non financés dotation globale",0,"non PSPH                     ",750832701,,"Soins de suite","Pas de modalité","Hospitalisation complète (24 heures consécutives ou plus)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670003219,,"PHARMACIE DES COQUELICOTS",,"95 RUE PRINCIPALE",,67210,"VALFF","03 88 08 72 72 ",,,,,,,,,,620,"Pharmacie d'Officine",72,"S.A.R.L.",1,"Etablissement Tarif Libre",,,670003169,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670003508,,"LABM LACROZE",,"6 RUE WALTER SCHMITT",,67260,"SARRE UNION",,,,,,,,,,,610,"Laboratoire d'Analyses",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670005685,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004100,,"LABM DE LA GRAVIERE",,"152 ROUTE DU POLYGONE",,67100,"STRASBOURG",,,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004092,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004183,,"LABM DE L'ESPLANADE",,"25 ROND POINT DE L'ESPLANADE",,67000,"STRASBOURG","03 88 61 60 70 ","03 88 61 36 50",,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,680016144,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004217,"332 894 591 00012","LABM GOESTER",,"30 ROUTE DE LA MEINAU",,67100,"STRASBOURG",,,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004191,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004233,"337 870 141 00013","LABM GUTH",,"62 ROUTE DE SCHIRMECK",,67200,"STRASBOURG",,,,,,,,,,,610,"Laboratoire d'Analyses",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670004225,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004266,,"LABM A L'ANCIENNE DOUANE",,"24 RUE DE LA DIVISION LECLERC",,67000,"STRASBOURG","03 88 32 16 76 ","03 88 23 29 59",,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004340,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004316,"399 710 805 00025","LABM DE CRONENBOURG",,"4 PLACE DE HALDENBOURG",,67200,"STRASBOURG",,,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004290,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004332,"314 419 649 00020","LABM KLING",,"95 RUE BOECKLIN",,67000,"STRASBOURG",,,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670001692,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004357,"328 759 188 00043","LABM KLUMPP",,"1 RUE KUHN","B.P. 32",67068,"STRASBOURG CEDEX","03 88 52 82 00 ","03 88 75 00 33",,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004340,,"AMP DPN","AMP Recueil et traitement du spermeintra-conjugal","Pas de forme",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004373,,"LABM  BETHESDA SLEIDAN",,"19 BOULEVARD JACQUES PREISS",,67000,"STRASBOURG",,,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004464,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004407,"341 746 337 00011","LABM MANGIN",,"100 AVENUE JEAN JAURES",,67100,"STRASBOURG",,,,,,,,,,,610,"Laboratoire d'Analyses",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670004381,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004423,"353 380 587 00017","LABM CONSEIL DES QUINZE",,"16 RUE DE L'YSER",,67000,"STRASBOURG",,,,,,,,,,,610,"Laboratoire d'Analyses",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670004415,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004456,,"LABM SCHOEPFER",,"4 RUE LEITERSPERGER","BP 104",67024,"STRASBOURG CEDEX 1",,,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670001692,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004472,"788 132 363 00011","LABM DU NEUDORF",,"41 RUE DE RATHSAMHAUSEN",,67100,"STRASBOURG",,,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004464,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004498,"351 905 179 00013","SCM DU SCANNER BRUCHE-MOSSIG-PIEMONT",,"10 ALLEE CARL",,67120,"MOLSHEIM","03 88 38 25 76 ","03 88 38 77 24",,,,,,,,,698,"Autre Etablissement Loi Hospitalière",79,"Société Civile de Moyens",99,"indéterminé",0,"non PSPH                     ",670004449,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,"Scanographe",,,,,,,,,,,,,,,,,,,,,,,,,,,
670004506,"382 139 913 00018","LABM DE LA ROBERTSAU",,"4 RUE DE LA PAPETERIE",,67000,"STRASBOURG","03 88 41 88 88 ","03 88 31 88 42",,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004480,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004522,"342 149 986 00016","LABM DU NEUHOF",,"42 ROUTE D'ALTENHEIM",,67100,"STRASBOURG",,,,,,,,,,,610,"Laboratoire d'Analyses",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670004514,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004555,"328 464 607 00014","LABM SCHATZ",,"24 RUE DE L'ENGELBREIT",,67200,"STRASBOURG",,,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004530,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004571,"348 263 914 00015","LABM SCHALLER",,"16 RUE OBERLIN",,67000,"STRASBOURG",,,,,,,,,,,610,"Laboratoire d'Analyses",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670004563,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004605,"738 503 150 00018","LABM DE HAUTEPIERRE",,"61 BOULEVARD DOSTOIEVSKY",,67200,"STRASBOURG",,,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004597,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004621,"395 041 155 00015","LABM DU ROETHIG",,"205 ROUTE DE SCHIRMECK",,67200,"STRASBOURG",,,,,,,,,,,610,"Laboratoire d'Analyses",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670004613,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004647,,"LABM DARBOIS",,"46 ROUTE DE BISCHWILLER",,67800,"BISCHHEIM",,,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004092,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004662,"345 011 076 00014","LABM DU MARAIS",,"46 RUE DE LA ROBERTSAU",,67800,"BISCHHEIM",,,,,,,,,,,610,"Laboratoire d'Analyses",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670004654,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004670,,"LABM RAKOTOMANGA",,"2 RUE DU GENERAL RAMPONT",,67170,"BRUMATH","03 88 51 16 66 ",,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670002948,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004688,,"PHARMACIE SAUVAGE",,"65 RUE PRINCIPALE",,67590,"OHLUNGEN",,,,,,,,,,,620,"Pharmacie d'Officine",70,"Personne Physique",99,"indéterminé",,,670004639,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004704,,"LABM HOFFMANN",,"19 RUE JACQUES KABLE",,67170,"BRUMATH",,,,,,,,,,,610,"Laboratoire d'Analyses",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670004696,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004720,"728 503 939 00023","LABM LOUIS PASTEUR",,"19 RUE RAYMOND POINCARRE",,67240,"BISCHWILLER",,,,,,,,,,,610,"Laboratoire d'Analyses",72,"S.A.R.L.",1,"Etablissement Tarif Libre",,,670004712,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004753,,"LABM DE LA REDOUTE",,"54 RUE DE LA REDOUTE",,67501,"HAGUENAU CEDEX",,,,,,,,,,,610,"Laboratoire d'Analyses",73,"Société Anonyme",1,"Etablissement Tarif Libre",,,670004746,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004787,"328 155 437 00028","LABM DU PARC","(OU 4 RUE NEUVE)","3 BOULEVARD HANAUER",,67503,"HAGUENAU CEDEX",,,,,,,,,,,610,"Laboratoire d'Analyses",72,"S.A.R.L.",1,"Etablissement Tarif Libre",,,670004761,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004803,"392 911 681 00014","LABM SAINTE-ODILE","BP 21","6 RUE DES PREMONTRES",,67501,"HAGUENAU CEDEX",,,,,,,,,,,610,"Laboratoire d'Analyses",88,"Société Civile Professionnelle",1,"Etablissement Tarif Libre",,,670004795,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004837,,"LABM D'HERRLISHEIM",,"1 RUE DU GENERAL REIBEL",,67850,"HERRLISHEIM",,,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004092,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004852,"394 879 910 00021","LABM ALAIN STORCK",,"34 RUE DU GENERAL LEBOCQ",,67270,"HOCHFELDEN","03 88 89 04 04 ",,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004845,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004878,,"PHARMACIE DE DIEMERINGEN",,"51 GRAND RUE",,67430,"DIEMERINGEN","03 88 00 40 90 ",,,,,,,,,,620,"Pharmacie d'Officine",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004829,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004886,"343 145 322 00016","LABM STRICH",,"3 PLACE DR ALBERT SCHWEITZER",,67800,"HOENHEIM",,,,,,,,,,,610,"Laboratoire d'Analyses",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670004860,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004910,"337 823 066 00010","LABM FELTEN ET ZINS",,"170 ROUTE DE LYON","BP 199",67405,"ILLKIRCH CEDEX","03 88 67 23 10 ",,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004902,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004944,"350 108 924 00027","LABM DES VIGNES",,"154 ROUTE DE LYON",,67400,"ILLKIRCH GRAFFENSTADEN",,,,,,,,,,,610,"Laboratoire d'Analyses",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670004936,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004977,"411 046 907 00019","LABM WITTERSHEIM",,"41 RUE DU MARECHAL FOCH","BP 14",67381,"LINGOLSHEIM CEDEX","03 88 78 27 51 ",,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670011238,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670004993,"307 068 700 00029","LABM PATRICK STORCK",,"5 RUE DU COUVENT",,67150,"ERSTEIN","03 88 98 17 04 ",,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004985,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670005024,"337 971 766 00023","LABM DE MUNDOLSHEIM",,"9 RUE ARISTIDE BRIAND",,67450,"MUNDOLSHEIM",,,,,,,,,,,610,"Laboratoire d'Analyses",72,"S.A.R.L.",1,"Etablissement Tarif Libre",,,670005016,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670005032,"399 710 805 00017","LABM D'OBERHAUSBERGEN",,"69 ROUTE DE SAVERNE",,67205,"OBERHAUSBERGEN",,,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004290,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670005107,"353 060 387 00027","LABM DES QUATRE VENTS",,"92 ROUTE DE BISCHWILLER",,67300,"SCHILTIGHEIM",,,,,,,,,,,610,"Laboratoire d'Analyses",78,"E.U.R.L.",1,"Etablissement Tarif Libre",,,670005081,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670005123,"380 184 879 00019","LABM DU CENTRE DE SCHILTIGHEIM",,"138 A RTE DE BISCHWILLER",,67300,"SCHILTIGHEIM",,,,,,,,,,,610,"Laboratoire d'Analyses",75,"Autre Société",1,"Etablissement Tarif Libre",,,670005115,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670005156,"398 108 605 00013","LABM DU DOCTEUR FRANCK PODEVIN",,"1 RUE POINCARE",,67300,"SCHILTIGHEIM",,,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670005131,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670005164,,"LABM  DU KOCHERSBERG",,"8 RUE DES FAISANS",,67370,"TRUCHTERSHEIM","03 88 69 88 77 ",,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670004241,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670005180,"350 554 549 00013","LABM FERID BOUDERBALA",,"46 RUE DU GENERAL LECLERC",,67202,"WOLFISHEIM",,,,,,,,,,,610,"Laboratoire d'Analyses",72,"S.A.R.L.",1,"Etablissement Tarif Libre",,,670005172,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670005214,"381 272 962 00014","LABM SAULA","PARC D'ACTIVITE 'L'ELLIPSE'"," ROUTE NATIONALE 4",,67520,"MARLENHEIM",,,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670005206,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670005230,,"LABM EIMER",,"40 AVENUE DE LA GARE",,67120,"MOLSHEIM",,,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,680016144,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670005263,"339 589 178 00021","LABM DU CENTRE",,"20 RUE DE SAVERNE",,67120,"MOLSHEIM","03 88 38 11 11 ",,,,,,,,,,610,"Laboratoire d'Analyses",70,"Personne Physique",1,"Etablissement Tarif Libre",,,670005255,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670005297,"383 029 576 00014","LABM DE MUTZIG",,"22 RUE DU 18 NOVEMBRE",,67190,"MUTZIG",,,,,,,,,,,610,"Laboratoire d'Analyses",72,"S.A.R.L.",1,"Etablissement Tarif Libre",,,670005271,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670005313,"393 139 092 00018","LABM SAINT LUC",,"8 RUE DES FORGES",,67130,"SCHIRMECK","03 88 97 97 25 ",,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670005305,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670005347,,"LABM DES VOSGES KNAUER",,"23 RUE DU GENERAL DE GAULLE",,67310,"WASSELONNE","03 88 87 02 99 ",,,,,,,,,,610,"Laboratoire d'Analyses",85,"Soc. Exer. Lib. Resp. Limitée",1,"Etablissement Tarif Libre",,,670003078,," "," "," ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
